000000,ffffff
000010,ffffff
000020,ffffff
000030,ffffff
000040,ffffff
000050,ffffff
000060,ffffff
000070,ffffff
000080,ffffff
000090,ffffff
0000a0,ffffff
0000b0,ffffff
0000c0,ffffff
0000d0,ffffff
0000e0,ffffff
0000f0,ffffff
0000ff,ffffff
001000,ffffff
001010,ffffff
001020,ffffff
001030,ffffff
001040,ffffff
001050,ffffff
001060,ffffff
001070,ffffff
001080,ffffff
001090,ffffff
0010a0,ffffff
0010b0,ffffff
0010c0,ffffff
0010d0,ffffff
0010e0,ffffff
0010f0,ffffff
0010ff,ffffff
002000,ffffff
002010,ffffff
002020,ffffff
002030,ffffff
002040,ffffff
002050,ffffff
002060,ffffff
002070,ffffff
002080,ffffff
002090,ffffff
0020a0,ffffff
0020b0,ffffff
0020c0,ffffff
0020d0,ffffff
0020e0,ffffff
0020f0,ffffff
0020ff,ffffff
003000,ffffff
003010,ffffff
003020,ffffff
003030,ffffff
003040,ffffff
003050,ffffff
003060,ffffff
003070,ffffff
003080,ffffff
003090,ffffff
0030a0,ffffff
0030b0,ffffff
0030c0,ffffff
0030d0,ffffff
0030e0,ffffff
0030f0,ffffff
0030ff,ffffff
004000,ffffff
004010,ffffff
004020,ffffff
004030,ffffff
004040,ffffff
004050,ffffff
004060,ffffff
004070,ffffff
004080,ffffff
004090,ffffff
0040a0,ffffff
0040b0,ffffff
0040c0,ffffff
0040d0,ffffff
0040e0,ffffff
0040f0,ffffff
0040ff,ffffff
005000,ffffff
005010,ffffff
005020,ffffff
005030,ffffff
005040,ffffff
005050,ffffff
005060,ffffff
005070,ffffff
005080,ffffff
005090,ffffff
0050a0,ffffff
0050b0,ffffff
0050c0,ffffff
0050d0,ffffff
0050e0,ffffff
0050f0,ffffff
0050ff,ffffff
006000,ffffff
006010,ffffff
006020,ffffff
006030,ffffff
006040,ffffff
006050,ffffff
006060,ffffff
006070,ffffff
006080,ffffff
006090,ffffff
0060a0,ffffff
0060b0,ffffff
0060c0,ffffff
0060d0,ffffff
0060e0,ffffff
0060f0,ffffff
0060ff,ffffff
007000,ffffff
007010,ffffff
007020,ffffff
007030,ffffff
007040,ffffff
007050,ffffff
007060,ffffff
007070,ffffff
007080,ffffff
007090,ffffff
0070a0,ffffff
0070b0,ffffff
0070c0,ffffff
0070d0,ffffff
0070e0,ffffff
0070f0,ffffff
0070ff,000000
008000,ffffff
008010,ffffff
008020,ffffff
008030,ffffff
008040,ffffff
008050,ffffff
008060,ffffff
008070,ffffff
008080,ffffff
008090,ffffff
0080a0,ffffff
0080b0,000000
0080c0,000000
0080d0,000000
0080e0,000000
0080f0,000000
0080ff,000000
009000,000000
009010,000000
009020,000000
009030,000000
009040,000000
009050,000000
009060,000000
009070,000000
009080,000000
009090,000000
0090a0,000000
0090b0,000000
0090c0,000000
0090d0,000000
0090e0,000000
0090f0,000000
0090ff,000000
00a000,000000
00a010,000000
00a020,000000
00a030,000000
00a040,000000
00a050,000000
00a060,000000
00a070,000000
00a080,000000
00a090,000000
00a0a0,000000
00a0b0,000000
00a0c0,000000
00a0d0,000000
00a0e0,000000
00a0f0,000000
00a0ff,000000
00b000,000000
00b010,000000
00b020,000000
00b030,000000
00b040,000000
00b050,000000
00b060,000000
00b070,000000
00b080,000000
00b090,000000
00b0a0,000000
00b0b0,000000
00b0c0,000000
00b0d0,000000
00b0e0,000000
00b0f0,000000
00b0ff,000000
00c000,000000
00c010,000000
00c020,000000
00c030,000000
00c040,000000
00c050,000000
00c060,000000
00c070,000000
00c080,000000
00c090,000000
00c0a0,000000
00c0b0,000000
00c0c0,000000
00c0d0,000000
00c0e0,000000
00c0f0,000000
00c0ff,000000
00d000,000000
00d010,000000
00d020,000000
00d030,000000
00d040,000000
00d050,000000
00d060,000000
00d070,000000
00d080,000000
00d090,000000
00d0a0,000000
00d0b0,000000
00d0c0,000000
00d0d0,000000
00d0e0,000000
00d0f0,000000
00d0ff,000000
00e000,000000
00e010,000000
00e020,000000
00e030,000000
00e040,000000
00e050,000000
00e060,000000
00e070,000000
00e080,000000
00e090,000000
00e0a0,000000
00e0b0,000000
00e0c0,000000
00e0d0,000000
00e0e0,000000
00e0f0,000000
00e0ff,000000
00f000,000000
00f010,000000
00f020,000000
00f030,000000
00f040,000000
00f050,000000
00f060,000000
00f070,000000
00f080,000000
00f090,000000
00f0a0,000000
00f0b0,000000
00f0c0,000000
00f0d0,000000
00f0e0,000000
00f0f0,000000
00f0ff,000000
00ff00,000000
00ff10,000000
00ff20,000000
00ff30,000000
00ff40,000000
00ff50,000000
00ff60,000000
00ff70,000000
00ff80,000000
00ff90,000000
00ffa0,000000
00ffb0,000000
00ffc0,000000
00ffd0,000000
00ffe0,000000
00fff0,000000
00ffff,000000
100000,ffffff
100010,ffffff
100020,ffffff
100030,ffffff
100040,ffffff
100050,ffffff
100060,ffffff
100070,ffffff
100080,ffffff
100090,ffffff
1000a0,ffffff
1000b0,ffffff
1000c0,ffffff
1000d0,ffffff
1000e0,ffffff
1000f0,ffffff
1000ff,ffffff
101000,ffffff
101010,ffffff
101020,ffffff
101030,ffffff
101040,ffffff
101050,ffffff
101060,ffffff
101070,ffffff
101080,ffffff
101090,ffffff
1010a0,ffffff
1010b0,ffffff
1010c0,ffffff
1010d0,ffffff
1010e0,ffffff
1010f0,ffffff
1010ff,ffffff
102000,ffffff
102010,ffffff
102020,ffffff
102030,ffffff
102040,ffffff
102050,ffffff
102060,ffffff
102070,ffffff
102080,ffffff
102090,ffffff
1020a0,ffffff
1020b0,ffffff
1020c0,ffffff
1020d0,ffffff
1020e0,ffffff
1020f0,ffffff
1020ff,ffffff
103000,ffffff
103010,ffffff
103020,ffffff
103030,ffffff
103040,ffffff
103050,ffffff
103060,ffffff
103070,ffffff
103080,ffffff
103090,ffffff
1030a0,ffffff
1030b0,ffffff
1030c0,ffffff
1030d0,ffffff
1030e0,ffffff
1030f0,ffffff
1030ff,ffffff
104000,ffffff
104010,ffffff
104020,ffffff
104030,ffffff
104040,ffffff
104050,ffffff
104060,ffffff
104070,ffffff
104080,ffffff
104090,ffffff
1040a0,ffffff
1040b0,ffffff
1040c0,ffffff
1040d0,ffffff
1040e0,ffffff
1040f0,ffffff
1040ff,ffffff
105000,ffffff
105010,ffffff
105020,ffffff
105030,ffffff
105040,ffffff
105050,ffffff
105060,ffffff
105070,ffffff
105080,ffffff
105090,ffffff
1050a0,ffffff
1050b0,ffffff
1050c0,ffffff
1050d0,ffffff
1050e0,ffffff
1050f0,ffffff
1050ff,ffffff
106000,ffffff
106010,ffffff
106020,ffffff
106030,ffffff
106040,ffffff
106050,ffffff
106060,ffffff
106070,ffffff
106080,ffffff
106090,ffffff
1060a0,ffffff
1060b0,ffffff
1060c0,ffffff
1060d0,ffffff
1060e0,ffffff
1060f0,ffffff
1060ff,ffffff
107000,ffffff
107010,ffffff
107020,ffffff
107030,ffffff
107040,ffffff
107050,ffffff
107060,ffffff
107070,ffffff
107080,ffffff
107090,ffffff
1070a0,ffffff
1070b0,ffffff
1070c0,ffffff
1070d0,ffffff
1070e0,ffffff
1070f0,ffffff
1070ff,000000
108000,ffffff
108010,ffffff
108020,ffffff
108030,ffffff
108040,ffffff
108050,ffffff
108060,ffffff
108070,ffffff
108080,ffffff
108090,ffffff
1080a0,ffffff
1080b0,000000
1080c0,000000
1080d0,000000
1080e0,000000
1080f0,000000
1080ff,000000
109000,000000
109010,000000
109020,000000
109030,000000
109040,000000
109050,000000
109060,000000
109070,000000
109080,000000
109090,000000
1090a0,000000
1090b0,000000
1090c0,000000
1090d0,000000
1090e0,000000
1090f0,000000
1090ff,000000
10a000,000000
10a010,000000
10a020,000000
10a030,000000
10a040,000000
10a050,000000
10a060,000000
10a070,000000
10a080,000000
10a090,000000
10a0a0,000000
10a0b0,000000
10a0c0,000000
10a0d0,000000
10a0e0,000000
10a0f0,000000
10a0ff,000000
10b000,000000
10b010,000000
10b020,000000
10b030,000000
10b040,000000
10b050,000000
10b060,000000
10b070,000000
10b080,000000
10b090,000000
10b0a0,000000
10b0b0,000000
10b0c0,000000
10b0d0,000000
10b0e0,000000
10b0f0,000000
10b0ff,000000
10c000,000000
10c010,000000
10c020,000000
10c030,000000
10c040,000000
10c050,000000
10c060,000000
10c070,000000
10c080,000000
10c090,000000
10c0a0,000000
10c0b0,000000
10c0c0,000000
10c0d0,000000
10c0e0,000000
10c0f0,000000
10c0ff,000000
10d000,000000
10d010,000000
10d020,000000
10d030,000000
10d040,000000
10d050,000000
10d060,000000
10d070,000000
10d080,000000
10d090,000000
10d0a0,000000
10d0b0,000000
10d0c0,000000
10d0d0,000000
10d0e0,000000
10d0f0,000000
10d0ff,000000
10e000,000000
10e010,000000
10e020,000000
10e030,000000
10e040,000000
10e050,000000
10e060,000000
10e070,000000
10e080,000000
10e090,000000
10e0a0,000000
10e0b0,000000
10e0c0,000000
10e0d0,000000
10e0e0,000000
10e0f0,000000
10e0ff,000000
10f000,000000
10f010,000000
10f020,000000
10f030,000000
10f040,000000
10f050,000000
10f060,000000
10f070,000000
10f080,000000
10f090,000000
10f0a0,000000
10f0b0,000000
10f0c0,000000
10f0d0,000000
10f0e0,000000
10f0f0,000000
10f0ff,000000
10ff00,000000
10ff10,000000
10ff20,000000
10ff30,000000
10ff40,000000
10ff50,000000
10ff60,000000
10ff70,000000
10ff80,000000
10ff90,000000
10ffa0,000000
10ffb0,000000
10ffc0,000000
10ffd0,000000
10ffe0,000000
10fff0,000000
10ffff,000000
200000,ffffff
200010,ffffff
200020,ffffff
200030,ffffff
200040,ffffff
200050,ffffff
200060,ffffff
200070,ffffff
200080,ffffff
200090,ffffff
2000a0,ffffff
2000b0,ffffff
2000c0,ffffff
2000d0,ffffff
2000e0,ffffff
2000f0,ffffff
2000ff,ffffff
201000,ffffff
201010,ffffff
201020,ffffff
201030,ffffff
201040,ffffff
